text,clean_text,spam
Subject: affordable online prescripiton here  caucasus brenda pontific  locate your prescription immediately !  we have all tablets you could possibly need !  all your needs in one shop !  stop receiving promotional material now  contemporaneous shaky deleterious cathodic ,affordable online prescripiton here caucasus brenda pontific locate prescription immediately tablets possibly need needs shop stop receiving promotional material now contemporaneous shaky deleterious cathodic,1
"Subject: new procedures for enron it purchasing  attention ! starting 06 / 22 / 00 , enron it purchasing will no longer be able to  receive orders for it equipment . to place an order , please proceed to the  following website : http : / / itcentral . enron . com any orders  sent to enron it purchasing before this date will be processed - - you do not  need to enter another request . enron it purchasing will still be open to  status requests , approval notifications and pricing inquiries . thank you  very much for your patience and cooperation !  it sourcing and procurement .",procedures enron purchasing attention starting enron purchasing longer able receive orders equipment place order please proceed following website http itcentral enron com orders sent enron purchasing before date processed need enter another request enron purchasing still open status requests approval notifications pricing inquiries thank much patience cooperation sourcing procurement,0
Subject: request submitted : access request for anita . dupont @ enron . com  you have received this email because you are listed as an alternate data  approver . please click  approval to review and act upon this request .  request id : 000000000012735  approver : stinson . gibner @ enron . com  request create date : 1 / 8 / 01 4 : 26 : 26 pm  requested for : anita . dupont @ enron . com  resource name : \ \ enehou \ houston \ common \ research - [ read / write ]  resource type : directory,request submitted access request anita dupont enron com received email because listed alternate data approver please click approval review act upon request request 000000000012735 approver stinson gibner enron com request create date requested anita dupont enron com resource name enehou houston common research read write resource type directory,0
"Subject: re : li xiao  thanks so much , vince .  molly  vince j kaminski  06 / 29 / 2000 11 : 06 am  to : molly magee / hou / ect @ ect  cc :  subject : re : li xiao  molly ,  my recommendation letter .  vince  enron north america corp .  from : molly magee 06 / 22 / 2000 10 : 39 am  to : vince j kaminski / hou / ect @ ect  cc :  subject : li xiao  vince : li has selected you as a reference on her application for a graduate  school tuition loan . thanks for taking the time to participate in this  process .  molly",xiao thanks much vince molly vince kaminski 2000 molly magee hou ect ect xiao molly recommendation letter vince enron north america corp molly magee 2000 vince kaminski hou ect ect xiao vince selected reference her application graduate school tuition loan thanks taking participate process molly,0
"Subject: the inn at penn  danielle  fyi . this is the information regarding the best hotel  for the meeting on december the 6 th , 9 : 00 - 12 : 00 .  vince  http : / / www . innatpenn . com / contact . html  the inn at penn  sansom common , 3600 sansom street  philadelphia , pa . 19104  phone : 1 - 800 - 809 - 7001  fax : 215 - 222 - 4600  please , mention that the stay is related to the university business  when making the reservation .  tom piazze at wharton can confirm it .  tom piazze  phone : ( 215 ) 898 1615  piazzet @ wharton . upenn . edu",inn penn danielle fyi information regarding best hotel meeting december vince http www innatpenn com contact html inn penn sansom common 3600 sansom street philadelphia 19104 phone 800 809 7001 fax 215 222 4600 please mention stay related university business making reservation tom piazze wharton confirm tom piazze phone 215 898 1615 piazzet wharton upenn edu,0
"Subject: resume for chris pernoud  molly ,  we want to hire this very bright young man as a part - time employee ,  reporting to mike roberts . mike will be contacting you regarding the details .  vince  - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 01 / 24 / 2001  10 : 01 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  "" chris pernoud "" on 01 / 24 / 2001 09 : 21 : 11 am  please respond to  to : "" michael roberts "" , "" vincent kaminski ""  , "" shirley crenshaw ""  cc :  subject : resume for chris pernoud  gentlemen ,  thank you for your time and consideration yesterday . i am excited about  working for enron and gladly accept your offer .  to reiterate our consensus today , i will be working an average of 10 hours a  week , mostly early mornings from around 5 to 7 . another option for me might  be to work mondays , wednesdays , and fridays from around 5 to 8 or 9 .  toni graham was my contact in hr six months ago . she is probably more  familiar with my previous file than anyone else . if you have any questions  or concerns please don ' t hesitate to contact me .  thank you ,  chris pernoud  = = = = = = = = = = = = = =  christopher pernoud  7315 brompton rd .  apt . 231 b  houston , tx 77025  ( 713 ) 349 - 8963  cgpl @ cornell . edu  - chrispernoud . doc",resume chris pernoud molly want hire bright young man part employee reporting mike roberts mike contacting regarding details vince forwarded vince kaminski hou ect 2001 chris pernoud 2001 please respond michael roberts vincent kaminski shirley crenshaw resume chris pernoud gentlemen thank consideration yesterday excited working enron gladly accept offer reiterate consensus today working average hours week mostly early mornings around another option might work mondays wednesdays fridays around toni graham contact six months ago probably familiar previous file anyone else questions concerns please don hesitate contact thank chris pernoud christopher pernoud 7315 brompton apt 231 houston 77025 713 349 8963 cgpl cornell edu chrispernoud doc,0
"Subject: the main list should be :  michael farmer - ceo merchanting ( michael . farmer @ mgmcc . co . uk )  thomas boettcher ( thomas . boettcher @ mgmcc . co . uk )  michael hutchinson - chairman mg ltd ( michael . hutchinson @ mgltd . co . uk )  tim jones - md mg ltd - head of trading ( tim . jones @ mgltd . co . uk )  russell plackett - head of options trading ( russell . plackett @ mgltd . co . uk )  christian schirmeister - director of marketing  ( christian . schirmeister @ mgltd . co . uk )  alex heath - it development ( alex . heath @ mgltd . co . uk )  phil bacon - head of concentrates trading ( philip . bacon @ mgusa . com )  jo robertson - senior executive ( joe . robertson @ mgusa . com )  tom mckeever - chairman mg plc ( tom . mckeever @ mgplc . co . uk )  regards  vince j kaminski  07 / 07 / 2000 22 : 04  to : lloyd fleming / lon / ect @ ect  cc : maureen raymond / hou / ect @ ect , vince j kaminski / hou / ect @ ect  subject : re :  lloyd ,  yes , this would be very useful . i was told that we should not do any official  business with  mg until july 15 . i don ' t want to violate those rules of engagement and go  beyond casual contacts .  after the 15 th all the stops are off .  vince  from : lloyd fleming 07 / 07 / 2000 01 : 51 am  to : vince j kaminski / hou / ect @ ect  cc :  subject : re :  no problem - i do think this could wait until mg are more closely integrated  in any case . a useful first step might be an email to relevant trading  staff at mg outlining briefly what maureen does and how she can provide a  service to them . would you like me to send her a list of potential people to  email ?  regards  lloyd  vince j kaminski  06 / 07 / 2000 23 : 39  to : lloyd fleming / lon / ect @ ect  cc : vince j kaminski / hou / ect @ ect , maureen raymond / hou / ect @ ect  subject : re :  lloyd ,  i think that we can arrange a few video conference meetings instead .  i don ' t see a justification for extending the stay over the weekend if we  have an alternative solution .  vince  enron capital & trade resources corp . - europe  from : lloyd fleming 07 / 06 / 2000 12 : 37 pm  to : vince j kaminski / hou / ect @ ect  cc : maureen raymond / hou / ect @ ect  subject :  vince  i met maureen yesterday and had a useful discussion on her role within  enron . i think it would be very helpful to promote the research group  function of the company , particularly given maureen ' s background , if she  could be introduced to some of the main traders down at mg . unfortunately  she won ' t have time to meet with mg unless we can schedule some meetings on  monday .  would you be happy for her to extend her stay here till monday to allow the  meetings to take place ?  regards",main list should michael farmer ceo merchanting michael farmer mgmcc thomas boettcher thomas boettcher mgmcc michael hutchinson chairman ltd michael hutchinson mgltd tim jones ltd head trading tim jones mgltd russell plackett head options trading russell plackett mgltd christian schirmeister director marketing christian schirmeister mgltd alex heath development alex heath mgltd phil bacon head concentrates trading philip bacon mgusa com robertson senior executive joe robertson mgusa com tom mckeever chairman plc tom mckeever mgplc regards vince kaminski 2000 lloyd fleming lon ect ect maureen raymond hou ect ect vince kaminski hou ect ect lloyd yes useful told should official business until july don want violate those rules engagement beyond casual contacts stops off vince lloyd fleming 2000 vince kaminski hou ect ect problem think wait until closely integrated case useful first step might email relevant trading staff outlining briefly maureen does provide service them like send her list potential people email regards lloyd vince kaminski 2000 lloyd fleming lon ect ect vince kaminski hou ect ect maureen raymond hou ect ect lloyd think arrange few video conference meetings instead don see justification extending stay weekend alternative solution vince enron capital trade resources corp europe lloyd fleming 2000 vince kaminski hou ect ect maureen raymond hou ect ect vince met maureen yesterday useful discussion her role within enron think helpful promote research group function company particularly given maureen background introduced some main traders down unfortunately won meet unless schedule some meetings monday happy her extend her stay here till monday allow meetings take place regards,0
Subject: confirmation of your order  this is an automatic confirmation of the request you have placed using it  central .  request number : ecth - 4 uznuy  order for : vince  1 x ( compaq armada m 700 $ 2722 ) enron it purchasing  * please send all status inquiries regarding this request to :  mailto : receiving & hardware @ enron . com,confirmation order automatic confirmation request placed using central request number ecth uznuy order vince compaq armada 700 2722 enron purchasing please send status inquiries regarding request mailto receiving hardware enron com,0
"Subject: new resume  dear vince ,  i am so grateful for your efforts . i really appreciate you taking time from your busy schedule . if you have not contacted michael maddox , it ' s even better . i have updated and re - worded my resume to better reflect my accomplishments . would you please contact michael maddox of cera and forward my resume to him ? his contact information is ( 617 ) 497 6446 or email : mmaddox @ cera . com  have you had a chance to talk to david port ? maybe there are other options . i am flexible and willing to do whatever it takes .  sincerely ,  bessik matchavariani  manager  enron broadband services  tel : 713 . 345 . 7230  fax : 713 . 646 . 8861  bessik _ matchavariani @ enron . net",resume dear vince grateful efforts really appreciate taking busy schedule contacted michael maddox even better updated worded resume better reflect accomplishments please contact michael maddox cera forward resume him his contact information 617 497 6446 email mmaddox cera com chance talk david port maybe options flexible willing whatever takes sincerely bessik matchavariani manager enron broadband services tel 713 345 7230 fax 713 646 8861 bessik matchavariani enron net,0
"Subject: worth a careful reading  best regards ,  jhherbert  - gdol 0314 abr . pdf",worth careful reading best regards jhherbert gdol 0314 abr pdf,0
"Subject: re : picks and publishers  sure . i ' d love to share my experiences . have him give me a call .  by the way , the chapter you sent has been very helpful to me in coming to  understand enron ' s early history . "" i ' m getting it "" even if slowly .  john  at 07 : 57 am 1 / 31 / 01 - 0600 , you wrote :  > john .  >  > i want to ask you for a favor . can you help  > this fellow ( who is negotiating a contract with john wiley  > by giving him some advice ?  >  > vince  > - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 01 / 31 / 2001  > 07 : 58 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  >  >  > steve bigalow @ enron  > 01 / 31 / 2001 07 : 37 am  >  > to : vince j kaminski / hou / ect @ ect  > cc :  > subject : picks and publishers  >  > good morning ,  >  > first , a reminder that you want to see follow through strength on the picks  > before going into them secondly do you know anybody that has published a  > book ? i need some help in how to negotiate points in the contract .  >  > thanks , steve  >  >  >  john d . martin  carr p . collins chair in finance  finance department  baylor university  po box 98004  waco , tx 76798  254 - 710 - 4473 ( office )  254 - 710 - 1092 ( fax )  j _ martin @ baylor . edu  web : http : / / hsb . baylor . edu / html / martinj / home . html",picks publishers sure love share experiences him give call way chapter sent helpful coming understand enron early history getting even slowly john 0600 wrote john want ask favor help fellow negotiating contract john wiley giving him some advice vince forwarded vince kaminski hou ect 2001 steve bigalow enron 2001 vince kaminski hou ect ect picks publishers good morning first reminder want see follow through strength picks before going them secondly know anybody published book need some help negotiate points contract thanks steve john martin carr collins chair finance finance department baylor university box 98004 waco 76798 254 710 4473 office 254 710 1092 fax martin baylor edu web http hsb baylor edu html martinj home html,0
"Subject: renshi zhang ' s resume  fyi .  please cancel the interview schedule for renshi zhang . hr just notified me  that he has accepted another position . it was scheduled for tomorrow .  i have removed it from the calendars that i have access to .  thanks !  shirley  - - - - - - - - - - - - - - - - - - - - - - forwarded by shirley crenshaw / hou / ect on 04 / 23 / 2001 10 : 19 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  zimin lu  04 / 19 / 2001 04 : 08 pm  to : shirley crenshaw / hou / ect @ ect , molly magee / enron @ enronxgate  cc : vince j kaminski / hou / ect @ ect  subject : renshi zhang ' s resume  shirley and molly ,  vince is interested to set up an interview for renshi zhang . any day except thursday next week  is good .  interviewers : vince , stinson , vasant , tanya , alex , bob , krishna and myself .  contact number for mr . zhang is 713 - 544 - 5989 .  zimin  - - - - - - - - - - - - - - - - - - - - - - forwarded by zimin lu / hou / ect on 04 / 19 / 2001 03 : 52 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  zimin lu  04 / 05 / 2001 09 : 49 am  - - - - - - - - - - - - - - - - - - - - - - forwarded by zimin lu / hou / ect on 04 / 05 / 2001 09 : 46 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  vince j kaminski  03 / 14 / 2001 10 : 06 am  to : zimin lu / hou / ect @ ect  cc :  subject : resume  - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 03 / 14 / 2001 10 : 07 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  marshall brown on 03 / 09 / 2001 07 : 46 : 22 am  to : vince kaminski  cc :  subject : resume  vince ,  how are you . this candidate would be interested in any positions in  your group .  regards ,  marshall brown  vice president  robert walters associates  tel : ( 212 ) 704 - 0596  fax : ( 212 ) 704 - 4312  mailto : marshall . brown @ robertwalters . com  http : / / www . robertwalters . com  >  caution : electronic mail sent through the internet is not secure and could  be intercepted by a third party .  this email and any files transmitted with it are confidential and  intended solely for the use of the individual or entity to whom they  are addressed . if you have received this email in error please notify  the system manager .  this footnote also confirms that this email message has been swept by  mimesweeper for the presence of computer viruses .  - zhan _ ren . doc",renshi zhang resume fyi please cancel interview schedule renshi zhang notified accepted another position scheduled tomorrow removed calendars access thanks shirley forwarded shirley crenshaw hou ect 2001 zimin 2001 shirley crenshaw hou ect ect molly magee enron enronxgate vince kaminski hou ect ect renshi zhang resume shirley molly vince interested set interview renshi zhang day except thursday next week good interviewers vince stinson vasant tanya alex bob krishna myself contact number zhang 713 544 5989 zimin forwarded zimin hou ect 2001 zimin 2001 forwarded zimin hou ect 2001 vince kaminski 2001 zimin hou ect ect resume forwarded vince kaminski hou ect 2001 marshall brown 2001 vince kaminski resume vince candidate interested positions group regards marshall brown vice president robert walters associates tel 212 704 0596 fax 212 704 4312 mailto marshall brown robertwalters com http www robertwalters com caution electronic mail sent through internet secure intercepted third party email files transmitted confidential intended solely use individual entity whom addressed received email error please notify system manager footnote confirms email message swept mimesweeper presence computer viruses zhan ren doc,0
"Subject: best deals on all generic viagra and generic cialis alternatives with guaranteed lowest prices  viagra is the # 1 med to struggle with mens ' erectile dysfunction .  float like a butterfly , sting like a bee .  humanity is acquiring all the right technology for all the wrong reasons .  education is a progressive discovery of our own ignorance .",best deals generic viagra generic cialis alternatives guaranteed lowest prices viagra med struggle mens erectile dysfunction float like butterfly sting like bee humanity acquiring right technology wrong reasons education progressive discovery own ignorance,1
"Subject: failure notice  hi . this is the qmail - send program at mail - 03 . cdsnet . net .  i ' m afraid i wasn ' t able to deliver your message to the following addresses .  this is a permanent error ; i ' ve given up . sorry it didn ' t work out .  :  sorry , i couldn ' t find any host named bb . internetcds . com . ( # 5 . 1 . 2 )  - - - below this line is a copy of the message .  return - path :  received : ( qmail 50355 invoked by alias ) ; 19 jul 2005 10 : 58 : 51 - 0000  delivered - to : nic - notify @ internetcds . com  received : ( qmail 50352 invoked from network ) ; 19 jul 2005 10 : 58 : 51 - 0000  received : from unknown ( helo localhost ) ( 127 . 0 . 0 . 1 )  by mail - 03 . cdsnet . net with smtp ; 19 jul 2005 10 : 58 : 51 - 0000  received : from mail - 03 . cdsnet . net ( [ 127 . 0 . 0 . 1 ] )  by localhost ( mail - 03 . cdsnet . net [ 127 . 0 . 0 . 1 ] ) ( amavisd - new , port 10024 )  with smtp id 46679 - 09 for ;  tue , 19 jul 2005 03 : 58 : 51 - 0700 ( pdt )  received : ( qmail 50346 invoked from network ) ; 19 jul 2005 10 : 58 : 50 - 0000  received : from yahoobb 220056020109 . bbtec . net ( helo mailwisconsin . com ) ( 220 . 56 . 20 . 109 )  by mail - 03 . cdsnet . net with smtp ; 19 jul 2005 10 : 58 : 50 - 0000  received : from 205 . 214 . 42 . 66  ( squirrelmail authenticated user projecthoneypot @ projecthoneypot . org ) ;  by mailwisconsin . com with http id j 87 gzo 09360462 ;  tue , 19 jul 2005 10 : 57 : 46 + 0000  message - id :  date : tue , 19 jul 2005 10 : 57 : 46 + 0000  subject : just to her . . .  from : "" barry castillo ""  to : nic - notify @ internetcds . com  user - agent : squirrelmail / 1 . 4 . 3 a  x - mailer : squirrelmail / 1 . 4 . 3 a  mime - version : 1 . 0  content - type : text / html ; charset = iso - 8859 - 1  content - transfer - encoding : 8 bit  x - priority : 3 ( normal )  importance : normal  x - virus - scanned : by amavisd - new at internetcds . com  soft viagra at $ 1 . 62 per dose  ready to boost your sex life ? positive ?  time to do it right now !  order soft viagra at incredibly low prices  starting at $ 1 . 99 per dose ! unbelivabie !",failure notice qmail send program mail cdsnet net afraid wasn able deliver message following addresses permanent error given sorry didn work sorry couldn find host named internetcds com below line copy message return path received qmail 50355 invoked alias jul 2005 0000 delivered nic notify internetcds com received qmail 50352 invoked network jul 2005 0000 received unknown helo localhost 127 mail cdsnet net smtp jul 2005 0000 received mail cdsnet net 127 localhost mail cdsnet net 127 amavisd port 10024 smtp 46679 tue jul 2005 0700 pdt received qmail 50346 invoked network jul 2005 0000 received yahoobb 220056020109 bbtec net helo mailwisconsin com 220 109 mail cdsnet net smtp jul 2005 0000 received 205 214 squirrelmail authenticated user projecthoneypot projecthoneypot org mailwisconsin com http gzo 09360462 tue jul 2005 0000 message date tue jul 2005 0000 her barry castillo nic notify internetcds com user agent squirrelmail mailer squirrelmail mime version content type text html charset iso 8859 content transfer encoding bit priority normal importance normal virus scanned amavisd internetcds com soft viagra per dose ready boost sex life positive right now order soft viagra incredibly low prices starting per dose unbelivabie,1
"Subject: re : wharton business plan competition  hi vince !  please see the wharton information below , as well as jeff ' s comments .  do you want to be the judge ?  please let me know asap .  thanks !  - - christie .  - - - - - forwarded by christie patrick / hou / ect on 03 / 19 / 2001 01 : 53 pm - - - - -  jeffrey a shankman / enron @ enronxgate  03 / 19 / 2001 11 : 18 am  to : christie patrick / hou / ect @ ect  cc :  subject : re : wharton business plan competition  i ' ll be in new york that week . ask vince .  jeff  - - - - - original message - - - - -  from : patrick , christie  sent : monday , march 19 , 2001 9 : 43 am  to : shankman , jeffrey a .  subject : fw : wharton business plan competition  importance : high  jeff ,  please see wharton business plan information below .  do you want to be the judge ?  thanks !  - - christie .  - - - - - forwarded by christie patrick / hou / ect on 03 / 19 / 2001 09 : 40 am - - - - -  "" stamer , anne "" 03 / 19 / 2001 08 : 42 am to :  "" ' christie . patrick @ enron . com ' "" cc : subject :  fw : wharton business plan competition  hi christie :  i hope this email finds you well . the wharton business plan competition is  going really well .  we would really like to enron participate . is someone from your company  available to be a be a judge for our phase iii ? attached is some  information .  anne  - - - - - original message - - - - -  from : andrew gaffney [ mailto : gaffneya @ wharton . upenn . edu ]  sent : thursday , march 08 , 2001 9 : 47 am  to : christie . patrick @ enron . com  cc : stamer , anne  subject : wharton business plan competition  dear ms . patrick ,  anne stamer asked me to contact you regarding enron providing a judge for  phase iii of the business plan competition . phase iii judges are generally  partner - level individuals at venture capital firms , managing directors from  investment banks , or other senior individuals who have extensive experience  assessing and working with early stage ventures . a phase iii judge will  receive five business plans , with the entire judging process requiring 4 - 5  hours during the weeks of april 2 and april 9 . i am attaching a document  that describes the competition and judging procedures for phase iii in more  detail . we are looking to finalize the list of phase iii judges by march  23 , so if you could please forward either anne or i the name of the  appropriate individual , we can contact them directly with more details .  please let me know if you have further questions and we appreciate your  support of the competition .  sincerely ,  andrew gaffney  - phase iii judge info 00 - 01 . doc >",wharton business plan competition vince please see wharton information below well jeff comments want judge please let know asap thanks christie forwarded christie patrick hou ect 2001 jeffrey shankman enron enronxgate 2001 christie patrick hou ect ect wharton business plan competition york week ask vince jeff original message patrick christie sent monday march 2001 shankman jeffrey wharton business plan competition importance high jeff please see wharton business plan information below want judge thanks christie forwarded christie patrick hou ect 2001 stamer anne 2001 christie patrick enron com wharton business plan competition christie hope email finds well wharton business plan competition going really well really like enron participate someone company available judge phase iii attached some information anne original message andrew gaffney mailto gaffneya wharton upenn edu sent thursday march 2001 christie patrick enron com stamer anne wharton business plan competition dear patrick anne stamer asked contact regarding enron providing judge phase iii business plan competition phase iii judges generally partner level individuals venture capital firms managing directors investment banks senior individuals extensive experience assessing working early stage ventures phase iii judge receive five business plans entire judging process requiring hours during weeks april april attaching document describes competition judging procedures phase iii detail looking finalize list phase iii judges march please forward either anne name appropriate individual contact them directly details please let know further questions appreciate support competition sincerely andrew gaffney phase iii judge info doc,0
"Subject: fw : california electricity crisis : what to do  for your reading enjoyment .  we should shoot for breakfast on thursday morning feb . 8 th .  fyi . the following link will take you to a joint statement about what to  do in the california electricity crisis .  william w . hogan  john f . kennedy school of government  harvard university  79 john f . kennedy street  cambridge , ma 02138  617 - 495 - 1317 ( o )  617 - 495 - 1635 ( f )  email : william _ hogan @ harvard . edu  web page : www . whogan . com  or  http : / / ksgwww . harvard . edu / people / whogan",california electricity crisis reading enjoyment should shoot breakfast thursday morning feb fyi following link take joint statement california electricity crisis william hogan john kennedy school government harvard university john kennedy street cambridge 02138 617 495 1317 617 495 1635 email william hogan harvard edu web page www whogan com http ksgwww harvard edu people whogan,0
"Subject: re : iif / oxan  vince ,  per the dialogue below , there seems to be some agreement between our two  groups that a subscription to the "" institute for international finance "" is  worth receiving , but to do so in one central subscription and split the  cost . is a $ 16 k share ok for your group ? we ' ll do $ 32 k on our end , and then  try and sell some of our share to my european counterpart once he gets better  established with a bigger budget .  - - scott  - - - - - - - - - - - - - - - - - - - - - - forwarded by scott tholan / corp / enron on 02 / 26 / 2001  06 : 21 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  robert johnston @ ect  02 / 26 / 2001 07 : 51 am  to : scott tholan / corp / enron @ enron  cc :  subject : re : iif / oxan  scott - could you give vince a call or an email to recommend that he kick in  16 k for the institute for international finance ? we would pay 32 k ( maybe get  jim roth to pick up some down the road ) .  rj  - - - - - - - - - - - - - - - - - - - - - - forwarded by robert johnston / hou / ect on 02 / 26 / 2001  07 : 50 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  gwyn koepke @ enron  02 / 23 / 2001 06 : 18 pm  to : robert johnston / hou / ect @ ect  cc :  subject : re : iif / oxan  i haven ' t heard back from vince yet on the price , but we definitely need to  continue our access to iif . can you count us in for a slice of the cost and  advise me how many others depts you can recruit to help pay the annual fees .  once you have a final count , it may reduce our costs in research . thanks ,  gek  robert johnston @ ect  02 / 16 / 2001 04 : 31 pm  to : gwyn koepke / na / enron @ enron  cc : maureen raymond / hou / ect @ ect  subject : re : iif / oxan  if you need access to consensus data occasionally let me know and i can pull  it for you . let me know when you get an answer on iif . i will also be  looking for others to buy in .  rj  gwyn koepke @ enron  02 / 13 / 2001 01 : 55 pm  to : robert johnston / hou / ect @ ect  cc : maureen raymond / hou / ect @ ect , scott tholan / corp / enron @ enron  subject : re : iif / oxan  robert ,  thanks for itemizing the costs . we have decided to cancel the oxford  analytica , as we receive a consensus forecast for currency and inflation from  another source . regarding iif , it is an important source for us . i will  discuss the costs within the research group and advise you of how we will  proceed .  gwyn  robert johnston @ ect  02 / 13 / 2001 09 : 46 am  to : maureen raymond / hou / ect @ ect , gwyn koepke / na / enron @ enron  cc : scott tholan / corp / enron @ enron  subject : iif / oxan  hi maureen and gwyn -  on the oxford analytica front , i ' m glad you have found the service useful .  our contract with them has expired and we are currently negotiating for more  users to have access . our current contract is for $ 50 k or $ 10 k per user per  year . we can charge $ 10 k back to you .  on the iif front , the invoice for $ 47 k is due at the end of the month . here  i would propose that we pay two thirds ( to cover our costs and the costs of  our competitive analysis colleagues in london ) , leaving $ 15 k for you to cover .  since we took on these services last year , we have expanded our range of  sources and projects and are consequently trying to do more with less . thus i  need to allocate some of our costs from oxan and iif to other projects .  let me know what you think about this proposal . maureen , congratulations on  your secondment to enron metals ( gwyn mentioned it to me ) . fyi , our  colleague jim roth is providing competitive analysis support to joe gold and  john sherriff on that project from london .  rj",iif oxan vince per dialogue below seems some agreement between two groups subscription institute international finance worth receiving central subscription split cost share group end try sell some share european counterpart once gets better established bigger budget scott forwarded scott tholan corp enron 2001 robert johnston ect 2001 scott tholan corp enron enron iif oxan scott give vince call email recommend kick institute international finance pay maybe get jim roth pick some down road forwarded robert johnston hou ect 2001 gwyn koepke enron 2001 robert johnston hou ect ect iif oxan haven heard back vince yet price definitely need continue access iif count slice cost advise many others depts recruit help pay annual fees once final count may reduce costs research thanks gek robert johnston ect 2001 gwyn koepke enron enron maureen raymond hou ect ect iif oxan need access consensus data occasionally let know pull let know get answer iif looking others buy gwyn koepke enron 2001 robert johnston hou ect ect maureen raymond hou ect ect scott tholan corp enron enron iif oxan robert thanks itemizing costs decided cancel oxford analytica receive consensus forecast currency inflation another source regarding iif important source discuss costs within research group advise proceed gwyn robert johnston ect 2001 maureen raymond hou ect ect gwyn koepke enron enron scott tholan corp enron enron iif oxan maureen gwyn oxford analytica front glad found service useful contract them expired currently negotiating users access current contract per user per year charge back iif front invoice due end month here propose pay two thirds cover costs costs competitive analysis colleagues london leaving cover since took services last year expanded range sources projects consequently trying less thus need allocate some costs oxan iif projects let know think proposal maureen congratulations secondment enron metals gwyn mentioned fyi colleague jim roth providing competitive analysis support joe gold john sherriff project london,0
"Subject: re : your questions and requests to judy schlesinger  thanks susan :  however , vince has not received his financial times at all this week . i have  called everyday and they tell me they will send a recovery copy , but so far  we have not received one . is there anyway we could get a copy for him  today ?  your help will be greatly appreciated .  thanks !  enron north america corp .  from : susan l kennedy 06 / 21 / 2000 05 : 12 pm  to : shirley crenshaw / hou / ect @ ect  cc :  subject : re : your questions and requests to judy schlesinger  shirley ,  please find the below answers to the questions you had sent to judy .  financial times - vince ' s subscription does not exprire until january 4 , 2001  vince ' s subscription to power finance & risk - what you recieved was not a  renewal , it was for a free trial that began on june 5 th and ends on june 26 .  please disregard it . his subscription that we recently renewed does not  expire until march 26 , 2001 .  i have sent in payment for vince ' s renewal for oxford energy forum .  if there is anything else that i can help you with , please do not hesitate to  call me .  susan",questions requests judy schlesinger thanks susan however vince received his financial times week called everyday tell send recovery copy far received anyway get copy him today help greatly appreciated thanks enron north america corp susan kennedy 2000 shirley crenshaw hou ect ect questions requests judy schlesinger shirley please find below answers questions sent judy financial times vince subscription does exprire until january 2001 vince subscription power finance risk recieved renewal free trial began june ends june please disregard his subscription recently renewed does expire until march 2001 sent payment vince renewal oxford energy forum anything else help please hesitate call susan,0
Subject: request submitted : access request for amitava . dhar @ enron . com  you have received this email because the requester specified you as their vp .  please click  approval to review and act upon this request .  request id : 000000000011185  request create date : 12 / 21 / 00 4 : 20 : 10 pm  requested for : amitava . dhar @ enron . com  resource name : vpn  resource type : applications,request submitted access request amitava dhar enron com received email because requester specified please click approval review act upon request request 000000000011185 request create date requested amitava dhar enron com resource name vpn resource type applications,0
