clean_text,spam
quantitative position vince happened upon fellow through strickland thoughts background still working formulate requirements office consider person worth talking paul forwarded paul quilkey enron development 2000 simon hurst 2000 please respond simon hurst quantitative position dear paul friend chris strickland informed enron looking quantitative analyst interested talking position attached resume perusal currently holidays contacted monday july contact details contained within attached resume look forward talking yours sincerely simon hurst srh resume doc,0
seeking opportunity computational finance dear vince following voicemail message today attach resume below review consideration ironic called while putting message together keep short look forward speaking convenience best regards paul paul rowady 2300 west alabama suite houston texas 77098 713 807 8624 home fax 713 539 4541 mobile epr pipeline com paul rowady doc,0
grant masson great news lets get moving along sheila work offer letter vince london monday tuesday back weds late ask sheila fix need call cell phone vince kaminski 2000 david oxley hou ect ect vince kaminski hou ect ect grant masson david follow voice mail message regarding grant dave delainey board regarding grant bring him back same level comp assuming resignation handled professional manner asked work details meet talk monday vince,0
enron wefa luncheon may martin vince lance want attend presentation possible please let know going lunch thanks shirley forwarded shirley crenshaw hou ect 2001 vince kaminski 2001 lance cunningham enron enron vasant shanbhogue hou ect ect alex huang corp enron enron sevil yaman corp enron enron shirley crenshaw hou ect ect vince kaminski hou ect ect enron wefa luncheon may like attend presentation join lunch wefa suggestions attendance please let shirley know vince forwarded vince kaminski hou ect 2001 peter mcnabb 2001 kemm farney enron wefa luncheon may dear vince thanks voicemail delighted confirm lunch may kemm farney head wefa electric power services travelling expect may enron colleagues may care join lunch don hesitate invite see fit reservations purposes perhaps arrange let know numbers kemm prepared informally present current power outlook larger group interest know types presentations part wefa energy retainer package plan update respect current multi client study schedule remainder year regards peter peter mcnabb vice president energy north america wefa inc bloor toronto canada 416 513 0061 227 2001 energy brochure doc wefaenergy factsheet energy scenarios 2001 doc,0
schedule kaminski think able start work last week may monday probably able work wed good know much earlier mentioned sorry actually business conference haas school business organized advisor distribute link attached invitation letter groups interested business especially procurement link following afraid might forgot told last email advisor arie segev haas school business segev haas berkeley edu wants ask whether idea joint research him during summer while staying his interest business else expertise procurement system marketplace xml based standard such obi cxml xcbl rosettanet biztalk system interoperability study auction negotiation workflow system catalog management digital signature edi etc etc many technical aspects business wants some kind technical case study beneficial both enron him may travel two times houston meeting during summer frankly good too because meeting dissertation while houston think possibility joint research him thank sincerely jinbaek fcp invite pdf,0
iris mack molly list people ask interview iris include possibly people each group below depending availability debbie brackett bill bradford ted murphy bjorn hagelman david port mark tawney joe hrgovcic greg whalley louise kitchen shall send message them explaining try identify best fit good candidate vince enron north america corp molly magee 2000 vince kaminski hou ect ect shirley crenshaw hou ect ect iris mack iris like come thursday 2000 visit group orleans fly day molly,0
friend mine shirley please arrange phone interview richard stinson myself vasant vince forwarded vince kaminski hou ect 2001 kristin gandy enron enronxgate 2001 vince kaminski hou ect ect friend mine vince last week contacted friends interested becoming enron employee phd several years research lab experience richard afraid being phd dying breed may need back school obtain mba wondering mind looking attached resume assess interest richard feel should encourage him back school unclear qualifications group apologize request way off base thank help kristin gandy associate recruiter enron corporation 1400 smith street 1163 houston texas 77002 713 345 3214 kristin gandy enron com,0
reactions password reminder reactions password reminder seem able see systems please try registering automatically receive username password already registered website please let know investigate further regards reactions support euromoney publications plc tel 0171 779 8927 fax 0171 779 8704,0
visa anshuman shrivastava anshuman asked contact regarding possible move houston texas order may begin process getting immigration visa need complete attached visa questionnaire return copies following documents copy pages passport even blank copies previous visas issued updated resume showing months years copies diplomas transcripts received dependent family members coming states copies passports please send attention via fedex enron corp allen center 2026 333 clay street houston 77002 please call questions may 713 345 5083,0
powermod xls marty absolutely yes now using option functions exotic options library exotica everybody risk management access instead old visual basic code powermod file improved calculation speed options quite bit embarking project develop next generation structuring pricing models discuss project detail soon get input main goals see now superior performance speed enable fast pricing especially underwriting group proper documentation easy maintenance ability quickly adapt meet future needs security access control files first stage process take inventory documenting current structuring models step important developing next generation models audit ees pricing models krishna maureen craig hou ees ees pinnamaneni krishnarao hou ect ect dennis benevides hou ees ees powermod xls performance improvement expected forwarded marty sunde hou ees 2000 pinnamaneni krishnarao ect 2000 dennis benevides hou ees ees james lewis hou ees ees neil hong hou ees ees marty sunde hou ees ees alexios kollaros hou ees ees powermod xls made enhancements powermod xls model enable proper processing batch model changes should affect current functionality file putting version production later today please contact alex kollaros 39806 comments problems thanks krishna 35485,0
book order thanks vince champagne name price email address steve leppard tried steve leppard enron com bounced back thanks julie guess finally meet end month original message vince kaminski enron com julie vince kaminski enron com sent wednesday january 2001 book order julie many employees london interested send inquiry steve leppard presentation last night garp houston commercial book should put commission vince julie 2001 please respond julie book order vince wasn sure responded email apologise either delayed response repeating myself thanks order believe already dispatched yes believe received payment thank much following paul glad book hit another enron employees europe may interested attending either energy weather course quants risk management mostly handled houston thanks again forward invoice shirley julie original message vince kaminski enron com julie lacima vince kaminski enron com sent friday january 2001 book order julie received shipment books thanks book instant hit need books vince understand paul sent check remaining,0
memo information grains sugars last week memo form nelson forwarded nelson neale enron 2001 maria arefieva 2001 nelson neale enron enron memo attached please find summary sessions grains sugar memo policy outlook livestock sector follow thanks masha,0
final project deadline april dear energy derivatives students deadline final project set april 2001 grades submitted rice administration may university requirement please mark calendars questions please contact vince good luck jason sokolov,0
meeting regarding gary hickerson trading hello vince like schedule meeting tuesday may conference room ebl 938 discuss topic please let know available thanks shirley 5290,0
interview enron corp research group good morning jacob enron corp research group like bring informal interview please give some times dates within next weeks convenient coordinate interview schedule interviewers vince kaminski managing director stinson gibner vice president krishna krishnarao vice president zimin director tanya tamarchenko director bob lee manager tom halliburton manager chonawee supatgiat manager look forward hearing soon best regards shirley crenshaw administrative coordinator enron research group 713 853 5290 email shirley crenshaw enron com forwarded vince kaminski hou ect 2001 zimin 2001 vince kaminski hou ect ect stinson gibner hou ect ect candidate jacob kang currently leading developer pros energy applications interested job derivatives valuation let know want bring him interview zimin forwarded zimin hou ect 2001 jacob kang 2001 zlu enron com cover letter resume dear zhimin attached files cover letter resume thank much really appreciate help matter ying two files contain virus even though error signs virus check status yahoo get email own domain yahoo mail http personal mail yahoo com cover letter enron doc resume ying doc,0
happy patricks day jana great attachment thanks saturday march works shall call mail california talk early afternoon great vince jlpnymex aol com 2000 vkamins enron com happy patricks day vince saturday march call email next week let know good good trip california happy patrick day today jana return path received rly ydol aol com rly ydol mail aol com 172 150 air ydol mail aol com esmtp fri mar 2000 0500 received mta rcsntx swbell net mta rcsntx swbell net 151 164 rly ydol aol com esmtp fri mar 2000 0500 received postoffice swbell net 207 193 192 mta rcsntx swbell net sun internet mail server sims 2000 esmtp jlpnymex aol com fri mar 2000 0600 cst date fri mar 2000 0000 ckcrews swbell net happy patricks day jana reply ckcrews swbell net message mime version mailer mozilla sbis 404 winnt content type multipart mixed boundary eed 862 flfo 74403 stpat exe,0
interview elizabeth yes manager thanks vince elizabeth grant 2000 vince kaminski hou ect ect interview get right looking him specific level manager elizabeth vince kaminski 2000 elizabeth grant hou ect ect vince kaminski hou ect ect stinson gibner hou ect ect interview elizabeth like invite bob lee interview january monday interviewed stinson gibner zimin paulo issler vasant shanbhogue krishnarao pinnamaneni grant masson thanks vince,0
alp presentation vince thank invitation attend presentation another commitment dinner please indicate specific room presentation known thanks wil 0500 wrote behalf enron corp like invite alp project presentation group students jesse jones graduate school management rice university students present results research project regarding electronic trading platforms energy industry presentation held may enron 1400 smith like invite dinner following presentation vince kaminski vincent kaminski managing director research enron corp 1400 smith street room ebl 962 houston 77002 7361 phone 713 853 3848 713 410 5396 cell fax 713 646 2503 mail vkamins enron com,0
final pivot table metals globals positions data dear please see attached spreadsheet think way automate position update right now manual process convert text file andreas sends proper spreadsheet format pivot table results takes minutes however note version var model links via vlookup spreadsheet attached know use vlookup because does necessarily positions forward months whilst pivot table produces numbers forward months position regards anjam 35383 positions july forwarded anjam ahmad lon ect 2000 enron europe anjam ahmad 2000 cantekin dincerler hou ect ect tanya tamarchenko hou ect ect kirstee hewitt lon ect ect grant masson hou ect ect andreas barschkis mgusa com enron positions data pivot table noticed copper position july option included reported mercur guess should include 248 tonnes copper option 2000 won show gamma forwarded anjam ahmad lon ect 2000 enron europe anjam ahmad 2000 tanya tamarchenko hou ect ect cantekin dincerler hou ect ect andreas barschkis mgusa com enron positions data tanya using data july andreas see file attached using because reconcile mercur print got andreas last wednesday don mind perhaps cantekin try again sheet attached already looked like see cantekin come independently think positions changed lot july data july thanks anjam kirstee,0
interview schedule jinbaek kim didn see before went happy meet jinbaek slot don anyone else scheduled easily meet hiim lunch molly forwarded molly magee hou ect 2001 shawn grady enron 2001 vince kaminski hou ect ect stinson gibner hou ect ect tanya tamarchenko hou ect ect bob lee enron enron vasant shanbhogue hou ect ect shirley crenshaw hou ect ect anita dupont enron enron molly magee hou ect ect interview schedule jinbaek kim please find interview packet above referenced candidate interview occur friday january 2001 please print documents reference questions conflicts schedule please hesitate contact shawn grady 58701,0
bob lee starting june 2000 bob lee official starting date june 2000 shirley bob reporting zimin primarily supporting ena need find desk him well set his phone use ravi elizabeth grant 57583 handled him recruiting side his contact information thanks stinson,0
ljm put valuation wes attached spreadsheet valuation rthm put position should tuesday feel free give call 34748 stinson,0
eol phase michael please contact zimin vince kaminski michael danielson 2000 vince kaminski hou ect ect mike roberts hou ect ect angela connelly lon ect ect savita puthigai enron enron eol phase thanks help content eol phase additional piece content trying include scope options calculator interactive tool teach less sophisticated counterparties options like collaborate someone research refine approach make sure using right formulas should contact research attached mock mind calculator prototype ppt,0
implementing term structure correlations power tanya while seasonal correlations power especially same region term structure correlations input however same correlation structure similar periodicity may hold between say rlb neepool though imagine relationship still seasonal summer winter greater noise even correlational term structure done power different rules inputted different regions naveen tanya tamarchenko ect 2000 vladimir gorny hou ect ect naveen andrews corp enron enron kirstee hewitt lon ect ect debbie brackett hou ect ect wenyao jia hou ect ect vince kaminski hou ect ect implementing term structure correlations power vlady correlations periodic period year means use correlation matrices calculated first forward contracts apply matrices forward months using decay factor makes curves little smoother implementation multiple correlation matrices affect speed calculations var model significantly please give response thanks tanya,0
best picks hey best picks zigo smtx steve,0
summer internships enron vince thanks yes unfortunate able quickly identify interested tiger team students ahead process offer letter kim get her immediately thanks agreeing help stanford hopefully get few good ones regards celeste vince kaminski 2001 celeste roberts hou ect ect vince kaminski hou ect ect summer internships enron celeste talked kim told her receive vince forwarded vince kaminski hou ect 2001 vince kaminski 2001 celeste roberts hou ect ect kristin gandy enron enron christie patrick hou ect ect vince kaminski hou ect ect piazze wharton upenn edu summer internships enron celeste seems process lasted too long some students kim whitsel interested internship point her resume forwarded enclosing case thanks help vince forwarded vince kaminski hou ect 2001 fap 2001 vkamins enron com piazze wharton upenn edu summer internships enron vince thank ken christie coming campus enron tiger team mid project review students working hard appreciate insight suggestions project thank support wharton school kim whitsel whitselk wharton upenn edu tiger team informed much interested summer internship enron year don believe some students understood process setup them enron part tiger team being concerned having summer employment interviewed firms ultimately accepted positions students asked express does mean interested full work enron next year apologize take responsibility lack communication regard think lesson learned perhaps future make agreement students understood advance dedicated interview week eliminate need interview added advantage applying member tiger team please let know questions exactly kim whitsel should proceed thank donna piazze program director field application project wharton school univ pennsylvania 215 573 8394 fax 215 573 5727 fap management wharton upenn edu piazze wharton upenn edu,0
thanks vince jeff vince kaminski 2000 jeffrey shankman hou ect ect vince kaminski hou ect ect jeff christ mark myself planning visit tom piazze october talked christy wharton calling tom set vince jeffrey shankman 2000 vince kaminski hou ect ect mark palmer corp enron enron celeste roberts hou ect ect charlene jackson corp enron enron vince got off phone donna piazze wharton don know relationship tom wharton discussing tiger teams required research program semester mbas wharton love enron participate told her probably some real life reasearch project students mention best recruiting tools under development wharton gave her number her number 215 573 8394 please call her get chance within week mark get christy involved thanks everyone jeff,0
professor bambos itinerary hello attached please find itinerary professor bambos corrections need made please let know thanks great day shirley 5290,0
paper kaminski thank taking interview opportunities enron enjoyed talking learning enron dynamic business environment appreciate consideration challenging rewarding position industry please find attached copy dissertation problem compiling file please let know respected insights perspective issues addressed dissertation including issues creative model building factors affecting natural gas elctricity demand supply implementation models simulate future help traders decision making day day business appreciated talking thank considering enthusiastic opportunities enron look forward hearing sincerely dipak agarwalla get web free msn explorer download http explorer msn com dissertation dipak agarwalla doc,0
michelle foss energy institute aisha person contact christie patrick charge university relations office her mail address christie patrick enron com shall forward message patrick vince aisha jamal 2001 please respond aisha edu vkamins ect enron com mmfoss edu michelle foss energy institute dear kaminski writing ask favor michelle foss know running era program may may foss wondering may between able bring participants tour trading floor people since people maximum should really trading floor need companies among divide participants floor coral energy working duke contacting paul roberts arrange reliant energy trading floor hoping much able direct right person contact arrange tour possiblity really appreciate help much thank best regards aisha jamal energy institute 713 743 4634,0
wharton tiger team vince kristin forwarded separate emails lists tiger teams thanks christie forwarded christie patrick hou ect kristin gandy enron vince kaminski hou ect ect christie patrick hou ect ect wharton tiger team vince christie greetings writing because need break names tiger team group understand tiger team group decided part enron need know those students listing tiger team members listed alphabetically does help quest trying firm details get offers correct people summer associate positions vince department regards kristin,0
summer internship jinbaek coordinate details let know frame shall send appropriate offer vince jinbaek kim 2001 vince kaminski enron com summer internship kaminski thank much course happy opportunity work such wonderful company contacting surech raghavan deal bench team going express appreciation again settling down process them period working still need coordinate advisor may need adjust according anyway try coordinate smoothly please let know whether should keep contacting deal bench team working period misc living support such finding place rent car etc appreciate much again arranging such meetings giving opportunity opportunity available without kind help warm regards jinbaek jinbaek kim candidate dept industrial engineering operations research berkeley http www ieor berkeley edu jinbaek bears fri mar 2001 vince kaminski enron com wrote hello sorry delay getting back like much offer summer internship please let know interested vince kaminski,0
rent updates floor floor carol thanks helping straighten below room numbers people plus ext 1938 team room 3135 1939 maureen raymone 0396 1940 tanya tamarchenko 3997 1941 vacant 1942 vacant 1943 clayton vernon 9719 1944 amitava dhar 4215 1945 alex huang 1631 1946 kevin kindall 8167 1947 vacant 1948 vacant 1949 farouk llaji 1790 1951 vacant 1951 printer fax 1952 vacant 1953 mail stop supply station 1954 sam smith 8322 1955 martin lin 9387 1955 xerox machine 1956 printer colored printer 1957 vacant 1958 paulo issler 6274 1959 vincent tang 4790 1960 ravi thuraisingham 3057 1961 shirley crenshaw 5290 1962 vince kaminski 3848 1963 stinson gibner 4748 1964 krishnarao 5485 1966 grant masson 4768 1967 zimin 6388 1968 vacant 1969 kevin moore 4710 1969 vacant 1969 vacant 1970 mike roberts 5701 1971 joe hrgovcic 3914 1972 vacant 1972 roman zadorozhny 9737 1972 michael sergeev 4305 1972 tricia tlapek 6615 1972 jason sokolov 6286 1973 vasant shanbhogue 7570 conference room carol brittain 2000 shirley crenshaw hou ect ect joann holloway epsc hou ect ect janelle duree hou ect ect rent updates floor floor shirley forward names locations extensions update fms employee lists take care carol enron property services corp joann holloway 2000 carol brittain epsc hou ect ect rent updates floor floor forwarded joann holloway epsc hou ect 2000 shirley crenshaw 2000 joann holloway epsc hou ect ect rent updates floor floor dear thought straight ebl 931 room original floor plan somehow changed numbers packed everything ready move happened come floor day move noticed renumbered rooms move team hurredly put stickers old numbers doors each room now 1961 vince kaminski 1962 need names rooms let know sorry enron property services corp joann holloway 2000 shirley crenshaw hou ect ect rent updates floor floor shirley guess floor plans misnumbered room number sitting relocation request 1931 ann shirley crenshaw 2000 joann holloway epsc hou ect ect rent updates floor floor joann sorry joann read first mail listed below spaces should charged 0011 100038 1938 1939 1940 1941 1942 1943 1944 1945 1946 1947 1948 1949 1951 1951 1952 1953 1954 1955 1956 1957 1958 1959 1960 1961 1962 1963 1964 1965 1966 1967 1968 1969 1970 1971 1972 1973 enron property services corp joann holloway 2000 shirley crenshaw hou ect ect rent updates floor floor shirley although rent locations floor updated received relocation update some folks moving floor floor tonight odd thing among many locations following locations included already requested assigned 0011 100038 1930 1931 1932 1933 1934 1935 1936 please let know should stay assigned group should assigned group thank ann 35957 enron property services corp joann holloway 2000 shirley crenshaw hou ect ect bcc joann holloway epsc hou ect rent updates floor floor shirley following locations floor still assigned 0011 100038 listed december churn relocation request personnel locations still reporting 0011 100038 moving later please advise 2963 2963 2964 2965 2965 2966 2966 2966 2966 2970 2971 2975 2975 following location floor now assigned 0011 100038 1928 1929 1929 1930 1930 1931 1932 1933 1934 1935 1936 1938 1941 1942 1943 1944 1945 1947 1949 thank ann holloway 35957,0
marketpoint license agreement john fyi vince forwarded vince kaminski hou ect 2000 dale nesbitt 2000 please respond marketpoint license agreement vince send contract week long engagement way send materials contract space individual task statements put task statement week long project level costs risks capped look next day two regard long run short run gas models both implemented same software system neither prerequisite running both operate same way sum two consumes approximately same resources either individually plan extended visit houston beginning week today lasting through following wednesday intensively tutoring daughter her first semester economics finals rice certainly should gotten better looking tutor make easy come finalize whatever needs finalized week her houston spend good bit look stuff next day two look forward working colleagues thanks dale original message vince kaminski enron com mailto vince kaminski enron com sent monday november 2000 dale nesbitt worldnet att net vince kaminski enron com marketpoint license agreement dale thanks message phone conversation before meeting mentioned another contractual arrangement under work company employees case study cost weekly project 000 applied purchase price should ahead decide acquire software project allow evaluate model come estimate manpower necessary support model internally please let know option primarily interested long term natural gas model database north america unless familiarity short term model prerequisite don resources spend too much course trading desk may interested short term version model shall talk them vince dale nesbitt 2000 vince kaminski marketpoint license agreement john vince really enjoyed meeting day broad cross section people thank much setting thank giving opportunity speak people mentioned john sending license paperwork marketpoint attached standard license agreement consideration mentioned license agreement covers entire bundled product includes north american gas short long term north american electricity short long term world gas western european gas world oil finishing porting world oil world gas western european gas models old now obsolete software system marketpoint fully tested complete couple months however gas electricity models north america presently complete tested should allow give attractive price before full worldwide toolkit available throughout worldwide business understood want gas modeling capability first want defer decisions electric capability mentioned meeting prepared offer approximately fully bundled price read license agreement see software licenses 100 000 annually gas data 000 electric data 000 marketpoint agree license gas model plus data software license plus data license total 000 annually under fully bundled price think consistent discussions meeting marketpoint perspective provide great basis move forward together enron enron ever desires scale another model model marketpoint portfolio simply scale entire license agreement allow decouple gas decision decisions might make glad put additional pricing provision agreement decide move forward felt able communicate philosophy scope operation approach during meeting deliver much information might need evaluate whether marketpoint meets needs thought able see depth sophistication product yet same simplicity effectiveness thought able see benefits marketpoint dimension economic equilibrium complement supplement approaches assuredly use interested impressions those colleagues look forward response moving ahead together view important prospective customer client work earn secure business decide license marketpoint arrange transfer mount marketpoint short term narg model model suggest begin travel houston deliver day training seminar clients usually fluent day training seminar thereafter want work short term narg model few weeks while get speed fluent comfortable before take delivery longer term version narg several weeks later thanks again best some item meeting might forgotten send please remind notes don show anything speaking lot rather writing notes during meeting might overlooked something someone wanted dale nesbitt president marketpoint inc 27121 adonna los altos hills 94022 650 218 3069 dale nesbitt marketpointinc com see attached file license doc,0
california update executive summary davis might concede rate hikes future power consumption past utility debt davis negotiations standstill sticking point net short summer days word secured deal involuntary bankruptcy chances increase significantly among small generators qfs ferc probably approve transmission deal several conditions california california public utility commission rate increases today may turning point puc reviews size department water resources dwr rate increase passed along consumers electricity bills until now davis considered rate hikes political suicide may some relief him consumer groups sources indicate california main consumer advocate leaders may tolerate rate increases future power consumption remains adamant raising rates cover past utility debt dwr currently buying power behalf state needs income securitize planned bond issue key part davis plan sign long term power contracts dwr continues spend every day power purchases well placed source informed dwr essentially bankrupt currently money normal activities such ordering supplies purchasing equipment etc department finance forwarding dwr money where ever parks programs purchase power dwr hands tied until revenue bonds issued california state treasurer phil angelides submitting recommendation rate increases order secure revenue cover billion worth state bonds davis odds sources report davis negotiations facing two difficult challenges wants times book far consumer groups recommend sale transmission lines sce accepted needs relief davis legal responsibility ultimate power purchaser state point davis wants limit further state energy power purchases especially summer utilities refuse sign deal leave them billions dollars further red measure accomplished provide davis even less negotiating power activity davis starting lose support state legislature sources report increasing tension between governor state senate president pro tem john burton burton announced special senate committee investigate generators evidence price manipulation state auditor planning investigation davis increasingly realizes protect deal signs against being picked apart legislature consumer groups later most likely source involuntary bankruptcy sacramento insiders fear group small generators lose patience force bankruptcy utilities may california qualified facilities last hope avoiding involuntary bankruptcy filing against socal sdg bill designed cut costs provide them better rate structure being held state senate sources indicate filing come anytime further investigations underway ferret most likely candidates hebert wood bush administration favors replacing hebert texas puc head pat wood intense battle behind scenes between senate republican leader trent lott favors hebert president bush wants wood administration prefer wood because want ferc pick fight davis means bush might ultimately lose some western states 2004 effort tone down recent press reports hebert made several token concessions california including million worth power refunds streamlining federal permitting process pipeline power plant installation expected ferc most likely approve transmission deal davis complete list conditions some conditions might include bring lines formally regional grid system well elements pave way dramatic administrative actions west next year bush administration opposed price caps believes free market solutions administration considering whether might good idea privatize federally owned assets such bpa,0
spanish power option pricing paul cassim further meeting yesterday regarding power options may use capture short term volatility regulatory caps being adhered broken attached spreadsheet should assist nailing down value arbitrary distribution first issue address converting price scenarios average swap volatility equivalent achieved fitting normal distribution matches specified mean standard deviation graph below illustrates method numbers discussed yesterday example annualised volatility coming approximately pricing implied volatility pricing regular asian option payoff depends average daily prices spanish power valuation using volatility showing pta per kwh schedule meeting allow take forward regards anjam 35383 spreadsheet,0
light switch 1939 good morning maureen raymond castaneda officed ebl 939 terrible migraine headaches made worse light like get price having off switch installed her room now removed light bulbs said may completely answer problem some may see request replaced think answer too expensive switch installed please let know 0011 100038 thanks shirley 5290,0
project richard like inform decided against participation project thanks interest having enron involved study vince kaminski,0
ena year end promotions nominations follow discussion monday staff meeting attached summary manager above promotion nominations made discussed during december business review pre ranking meetings ena captured system promotions through senior professional support side should already communicated employees promotions manager director where agreed final ena performance review meeting december should attached communicated individuals haven already done ena wide promotion memo planned therefore please feel free communicate departments promotions separate memo believe appropriate,0
seismic data via satellite attached background piece brief oil traders prior possible meeting them please give comments accuracy completeness coverage areas want explore side note found some info web stating current proven oil reserves 000 billion bbls discovery billion bbl field add while pursue trading advantage option looking promising great short term value given long frame high cost bringing deep water reserves market bob lee,0
pres delainy sorry vince please use file instead earlier krishna,0
vince here little info book bob darden writing might useful explaining talking present john date fri mar 2001 0600 robert darden sender robert darden unverified john martin organization door mailer mozilla flashnet win sir gentleman scholar research director needs info book send him her whatever need publisher fleming revell division baker books deadline may people already interviewed tentative agreements interview jerry conangelo norm miller kenneth cooper philip clements george gallup ted benna bob lawless jack eckerd truett cathey bonneau jay pifer bill bailey etc thanks again bob john martin wrote 0600 wrote john enjoyed meeting yesterday looks promising meanwhile mentioned table getting little nervous book due june names wish list interviewees business heaven ken lay enron yes try get today possible give good address phone number lay office may mention name cover letter certainly necessarily help talk director research project see help forever indebted might even buy next lunch bob thanks sharing concerns church yesterday too genuinely sorry things didn work better feel little embarrassed didn work harder make guys feel welcome connected hand please know mary always love consider both friends know happy lake shore even miss john martin carr collins chair finance finance department baylor university box 98004 waco 76798 254 710 4473 office 254 710 1092 fax martin baylor edu web http hsb baylor edu html martinj home html john martin carr collins chair finance finance department baylor university box 98004 waco 76798 254 710 4473 office 254 710 1092 fax martin baylor edu web http hsb baylor edu html martinj home html,0
hello david another trip cards catch office wed next week home vince walkup david houstonas 582 2000 vince kaminski enron com hello tentatively planning being woodlands wednesday should stop house night need get together tomorrow wednesday morning david walkup financial consultant 713 658 1685 800 456 9712 vince kaminski enron com smtp vince kaminski enron com sent monday april 2000 dwalkup pclient com hello david stop wednesday shall gone few days day vince walkup david houstonas 582 2000 vincent kaminski hello hello vince guess still traveling lot wanted say hello see get together look getting some money deposited cma future investments get back david walkup financial consultant 713 658 1685 800 456 9712 caution electronic mail sent through internet secure intercepted third party protection avoid sending identifying information such account social security card numbers others further send sensitive action oriented messages such transaction orders fund transfer instructions check stop payments policy accept such items electronicall caution electronic mail sent through internet secure intercepted third party protection avoid sending identifying information such account social security card numbers others further send sensitive action oriented messages such transaction orders fund transfer instructions check stop payments policy accept such items electronicall,0
latest fall 2001 module schedule calendar rev placed mailbox students faculty staff hard copy latest fall 2001 module schedule calendar rev placed mailbox thursday please review calendar closely changes made posted latest fall 2001 module schedule calendar rev embanet reminder jones graduate school does always follow university calendar scheduled breaks exams etc always refer jones graduate school information regarding breaks exam schedules etc thanks kathy kathy spradling mba program coordinator jesse jones graduate school management rice university 6100 main street 531 houston texas 77005 1892 phone 713 348 3313 fax 713 348 5251 email spradlin rice edu http www rice edu jgs mail spradlin rice edu http www ruf rice edu jgs,0
houston research opportunity tara thanks update seems anjam playing hard ball little initial reaction inflexible because good offer second thoughts please give idea meant month assignment moment compensation benefits responsibilities career path implications etc many thanks regards grant,0
vince resume looks quite good may wish talk him phone however now david hoog hired his own actuarial guys alex tartakowski larry markus ace sure require support actuarial side don black global risk markets leaving enron think effort develop power products insurance markets pretty much nonexistent except david hoog product resume still looks interesting though vasant original message kaminski vince sent friday april 2001 shanbhogue vasant vasant please take look eresume vince forwarded vince kaminski hou ect 2001 cathy lira enron 2001 vkamins enron com forwarded cathy lira enron 2001 imccracken 2001 please respond imccracken grad programs enron com dear sir madam student master programme mathematical finance due graduate august intention upon graduation work quantitative capacity power markets end including resume hope might considered available position risk management structured products group requiring such mathematical skills addressed email graduate programmes address unsure whether candidacy fall under umbrella covered associate programme case help seeing resume finds correct destination greatly appreciated yours sincerely ian mccracken get free secure online email http www ziplip com iancv doc,0
followup iris mack thanks taking busy schedules meeet december especially during holiday season enjoyed meeting some research group internal clients hope able work future regards iris mack get free download msn explorer http explorer msn com,0
visa anshuman shrivastava vince apparently neil mcgregor became upset received margaret daffin email saying however anshuman houston month mentioned six months spoke earlier really doesn make difference since need get visa under either circumstance thought might want see his email molly forwarded molly magee hou ect 2001 margaret daffin 2001 molly magee hou ect ect visa anshuman shrivastava molly per conversation today please let know status proceed visa process thanks margaret forwarded margaret daffin hou ect 2001 neil mcgregor enron development 2001 margaret daffin hou ect ect wade cline enron development enron development visa anshuman shrivastava anshuman moving immigrating allowing him work lmonth assignment enron please carry necessary approvals visa basis neil mcgregor ceo dabhol power margaret daffin ect 2001 anshuman srivastav enron com molly magee hou ect ect vince kaminski hou ect ect jane allen hou ect ect timothy callahan enron enron ranendra sengupta enron development enron development wade cline enron development enron development neil mcgregor enron development enron development ect harsimran visa anshuman shrivastava anshuman asked contact regarding possible move houston texas order may begin process getting immigration visa need complete attached visa questionnaire return copies following documents copy pages passport even blank copies previous visas issued updated resume showing months years copies diplomas transcripts received dependent family members coming states copies passports please send attention via fedex enron corp allen center 2026 333 clay street houston 77002 please call questions may 713 345 5083,0
various market data charges research group february 2001 julie talked both maureen tanya neither want service using maureen told told year ago want telerate supporting gary hickerson group case probably need refund let know anything done person group wants telerate jason sokolov put request yesterday please cancel everything else thanks shirley julie pechersky enron enronxgate 2001 shirley crenshaw hou ect ect various market data charges research group february 2001 shirley regarding telerate cancel service both maurenn tanya another name commonly used telerate application bridge bridgestation may want ask two them once sure use let know cancel billing jason get access submitting request him telerate request prompting application choose type words market data hit search telerate pop option within choose role basic energy take care remove hector campos reuters anyone else being charged reuters services needed remove clayton vernon see anything under name brad amoine correct spelling his name find where shalesh charges should moved thanks updating let know anything else julie original message jackson clifford sent wednesday april 2001 crenshaw shirley pechersky julie various market data charges research group february 2001 shirley copied julie pechersky maintains market data database able make user changes request able tell telerate enabled sokolov get billing data her once correct billed correctly cliff jackson original message crenshaw shirley sent wednesday april 2001 jackson clifford kaminski vince various market data charges research group february 2001 clifford reviewing february eis billing summary 0413 107043 several questions telerate february charges 032 polled group person asked telerate shown being charged jason sokolov like access telerate let know get him largest percent telerate charges appear maureen raymond says does use telerate accessing some data does know telerate please let know individual accounts telerate need jason sokolov unless maureen charges something does know telerate tanya tamarchenko does need telerate second largest percentage charges anyway telerate subscription need jason sokolov reuters february charges 405 research uses reuters believe most charges hector campos used trading desk rotated research group need longer still being billed please remove research cost center following individuals longer enron longer research accounts should removed research cost center clayton vernon longer research group remove his lim lim excel lim core charges research cost center brad amoine longer enron remove his lim lim excel lim core charges research cost center shalesh ganjoo longer research group remove his lim lim core charges research cost center hope too confusing please advise thanks shirley crenshaw,0
